D:\Data\IMG\center_2024_09_01_13_30_25_894.jpg, D:\Data\IMG\left_2024_09_01_13_30_25_894.jpg, D:\Data\IMG\right_2024_09_01_13_30_25_894.jpg, 0, 0, 0, 7.862218E-05
D:\Data\IMG\center_2024_09_01_13_30_26_021.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_021.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_021.jpg, 0, 0, 0, 7.849915E-05
D:\Data\IMG\center_2024_09_01_13_30_26_125.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_125.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_125.jpg, 0, 0, 0, 7.774684E-05
D:\Data\IMG\center_2024_09_01_13_30_26_229.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_229.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_229.jpg, 0, 0, 0, 7.768032E-05
D:\Data\IMG\center_2024_09_01_13_30_26_334.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_334.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_334.jpg, 0, 0, 0, 7.846591E-05
D:\Data\IMG\center_2024_09_01_13_30_26_438.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_438.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_438.jpg, 0, 0, 0, 7.836606E-05
D:\Data\IMG\center_2024_09_01_13_30_26_544.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_544.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_544.jpg, 0, 0, 0, 7.882653E-05
D:\Data\IMG\center_2024_09_01_13_30_26_645.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_645.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_645.jpg, 0, 0, 0, 7.793502E-05
D:\Data\IMG\center_2024_09_01_13_30_26_747.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_747.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_747.jpg, 0, 0, 0, 7.791117E-05
D:\Data\IMG\center_2024_09_01_13_30_26_859.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_859.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_859.jpg, 0, 0, 0, 7.926229E-05
D:\Data\IMG\center_2024_09_01_13_30_26_963.jpg, D:\Data\IMG\left_2024_09_01_13_30_26_963.jpg, D:\Data\IMG\right_2024_09_01_13_30_26_963.jpg, 0, 0.1588467, 0, 0.07036154
D:\Data\IMG\center_2024_09_01_13_30_27_067.jpg, D:\Data\IMG\left_2024_09_01_13_30_27_067.jpg, D:\Data\IMG\right_2024_09_01_13_30_27_067.jpg, 0, 0.4562829, 0, 0.4550763
D:\Data\IMG\center_2024_09_01_13_30_27_172.jpg, D:\Data\IMG\left_2024_09_01_13_30_27_172.jpg, D:\Data\IMG\right_2024_09_01_13_30_27_172.jpg, 0, 0.7545301, 0, 1.222697
