D:\UdaData\IMG\center_2024_09_01_18_31_02_897.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_02_897.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_02_897.jpg, 0, 0, 0, 7.845752E-05
D:\UdaData\IMG\center_2024_09_01_18_31_03_000.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_000.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_000.jpg, 0, 0, 0, 7.82405E-05
D:\UdaData\IMG\center_2024_09_01_18_31_03_103.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_103.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_103.jpg, 0, 0.0838482, 0, 0.01234258
D:\UdaData\IMG\center_2024_09_01_18_31_03_205.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_205.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_205.jpg, 0, 0.3904071, 0, 0.3429605
D:\UdaData\IMG\center_2024_09_01_18_31_03_311.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_311.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_311.jpg, -0.1210263, 0.7385596, 0, 1.180376
D:\UdaData\IMG\center_2024_09_01_18_31_03_412.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_412.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_412.jpg, -0.2204031, 1, 0, 2.281375
D:\UdaData\IMG\center_2024_09_01_18_31_03_512.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_512.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_512.jpg, 0, 1, 0, 3.464395
D:\UdaData\IMG\center_2024_09_01_18_31_03_614.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_614.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_614.jpg, 0, 1, 0, 4.637104
D:\UdaData\IMG\center_2024_09_01_18_31_03_713.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_713.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_713.jpg, -0.1212387, 1, 0, 5.794152
D:\UdaData\IMG\center_2024_09_01_18_31_03_820.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_820.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_820.jpg, -0.3843312, 1, 0, 6.912043
D:\UdaData\IMG\center_2024_09_01_18_31_03_921.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_03_921.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_03_921.jpg, -0.08180276, 1, 0, 8.048502
D:\UdaData\IMG\center_2024_09_01_18_31_04_027.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_027.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_027.jpg, 0, 1, 0, 9.168906
D:\UdaData\IMG\center_2024_09_01_18_31_04_132.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_132.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_132.jpg, 0, 1, 0, 10.50587
D:\UdaData\IMG\center_2024_09_01_18_31_04_235.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_235.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_235.jpg, 0, 1, 0, 11.70655
D:\UdaData\IMG\center_2024_09_01_18_31_04_338.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_338.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_338.jpg, 0, 1, 0, 12.68347
D:\UdaData\IMG\center_2024_09_01_18_31_04_443.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_443.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_443.jpg, -0.2823825, 1, 0, 13.84387
D:\UdaData\IMG\center_2024_09_01_18_31_04_548.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_548.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_548.jpg, -0.5804805, 1, 0, 14.65156
D:\UdaData\IMG\center_2024_09_01_18_31_04_650.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_650.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_650.jpg, -0.2940771, 1, 0, 15.79429
D:\UdaData\IMG\center_2024_09_01_18_31_04_754.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_754.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_754.jpg, 0, 1, 0, 17.09327
D:\UdaData\IMG\center_2024_09_01_18_31_04_855.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_855.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_855.jpg, 0, 1, 0, 17.92728
D:\UdaData\IMG\center_2024_09_01_18_31_04_960.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_04_960.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_04_960.jpg, -0.1066602, 1, 0, 19.12344
D:\UdaData\IMG\center_2024_09_01_18_31_05_061.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_061.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_061.jpg, -0.3934539, 1, 0, 19.94202
D:\UdaData\IMG\center_2024_09_01_18_31_05_166.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_166.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_166.jpg, -0.3811374, 1, 0, 20.93594
D:\UdaData\IMG\center_2024_09_01_18_31_05_271.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_271.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_271.jpg, -0.02518587, 1, 0, 22.11928
D:\UdaData\IMG\center_2024_09_01_18_31_05_373.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_373.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_373.jpg, 0, 1, 0, 23.05696
D:\UdaData\IMG\center_2024_09_01_18_31_05_475.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_475.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_475.jpg, 0, 1, 0, 24.04807
D:\UdaData\IMG\center_2024_09_01_18_31_05_580.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_580.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_580.jpg, 0, 1, 0, 25.00994
D:\UdaData\IMG\center_2024_09_01_18_31_05_684.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_684.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_684.jpg, -0.2344497, 1, 0, 25.94415
D:\UdaData\IMG\center_2024_09_01_18_31_05_786.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_786.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_786.jpg, -0.5419993, 1, 0, 26.72553
D:\UdaData\IMG\center_2024_09_01_18_31_05_889.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_889.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_889.jpg, -0.4101961, 1, 0, 27.51449
D:\UdaData\IMG\center_2024_09_01_18_31_05_990.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_05_990.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_05_990.jpg, -0.05085342, 1, 0, 28.64305
D:\UdaData\IMG\center_2024_09_01_18_31_06_096.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_096.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_096.jpg, 0, 1, 0, 29.54647
D:\UdaData\IMG\center_2024_09_01_18_31_06_200.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_200.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_200.jpg, 0, 1, 0, 30.19087
D:\UdaData\IMG\center_2024_09_01_18_31_06_301.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_301.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_301.jpg, 0, 1, 0, 30.19028
D:\UdaData\IMG\center_2024_09_01_18_31_06_404.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_404.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_404.jpg, -0.2088864, 1, 0, 30.1796
D:\UdaData\IMG\center_2024_09_01_18_31_06_510.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_510.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_510.jpg, -0.5635011, 1, 0, 30.13416
D:\UdaData\IMG\center_2024_09_01_18_31_06_616.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_616.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_616.jpg, -0.2460249, 1, 0, 30.19337
D:\UdaData\IMG\center_2024_09_01_18_31_06_718.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_718.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_718.jpg, 0, 1, 0, 30.18572
D:\UdaData\IMG\center_2024_09_01_18_31_06_817.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_817.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_817.jpg, 0, 1, 0, 30.18977
D:\UdaData\IMG\center_2024_09_01_18_31_06_920.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_06_920.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_06_920.jpg, 0, 1, 0, 30.19024
D:\UdaData\IMG\center_2024_09_01_18_31_07_021.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_021.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_021.jpg, 0, 1, 0, 30.19029
D:\UdaData\IMG\center_2024_09_01_18_31_07_128.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_128.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_128.jpg, 0.1573131, 1, 0, 30.18357
D:\UdaData\IMG\center_2024_09_01_18_31_07_237.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_237.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_237.jpg, 0, 1, 0, 30.19029
D:\UdaData\IMG\center_2024_09_01_18_31_07_342.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_342.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_342.jpg, 0, 1, 0, 30.19028
D:\UdaData\IMG\center_2024_09_01_18_31_07_446.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_446.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_446.jpg, 0, 1, 0, 30.19027
D:\UdaData\IMG\center_2024_09_01_18_31_07_547.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_547.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_547.jpg, 0, 1, 0, 30.19033
D:\UdaData\IMG\center_2024_09_01_18_31_07_653.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_653.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_653.jpg, -0.0216327, 1, 0, 30.19042
D:\UdaData\IMG\center_2024_09_01_18_31_07_757.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_757.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_757.jpg, -0.336168, 1, 0, 30.16302
D:\UdaData\IMG\center_2024_09_01_18_31_07_863.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_863.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_863.jpg, -0.3675447, 1, 0, 30.17664
D:\UdaData\IMG\center_2024_09_01_18_31_07_971.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_07_971.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_07_971.jpg, -0.02478935, 1, 0, 30.18806
D:\UdaData\IMG\center_2024_09_01_18_31_08_074.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_08_074.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_08_074.jpg, 0.1175658, 1, 0, 30.18123
D:\UdaData\IMG\center_2024_09_01_18_31_08_174.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_08_174.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_08_174.jpg, 0.1882518, 1, 0, 30.18304
D:\UdaData\IMG\center_2024_09_01_18_31_08_281.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_08_281.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_08_281.jpg, 0, 1, 0, 30.1894
D:\UdaData\IMG\center_2024_09_01_18_31_08_383.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_08_383.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_08_383.jpg, 0, 1, 0, 30.1899
D:\UdaData\IMG\center_2024_09_01_18_31_08_485.jpg, D:\UdaData\IMG\left_2024_09_01_18_31_08_485.jpg, D:\UdaData\IMG\right_2024_09_01_18_31_08_485.jpg, -0.08987789, 1, 0, 30.18791
